,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country
32645,HighSchool,2019,NA,Jonathan Thomas,Chaminade,NA,ILB,75,230,3,0.7998,West Hills,CA,NA
32646,HighSchool,2019,NA,Scott Harris,Fairfax Senior,NA,DUAL,72,180,3,0.7998,Los Angeles,CA,NA
32647,HighSchool,2019,NA,Raequan Prince,Winton Woods,NA,WR,68,175,3,0.7998,Cincinnati,OH,NA
32648,HighSchool,2019,NA,Cade Cadam,Bonita,NA,WR,72,175,3,0.7998,La Verne,CA,NA
32649,HighSchool,2019,NA,Andre Crump,Monterey Trail,San José State,WR,70,180,3,0.7998,Elk Grove,CA,NA
32650,HighSchool,2019,NA,Victor Clanton,J Serra Catholic,NA,ILB,71,220,3,0.7998,San Juan Capistrano,CA,NA
32651,HighSchool,2019,NA,Drexlan Allen,Hattiesburg,NA,RB,70,183,3,0.7998,Hattiesburg,MS,NA
32652,HighSchool,2019,NA,Marqui Johnson,Saguaro,Portland State,RB,68,180,3,0.7998,Scottsdale,AZ,NA
32653,HighSchool,2019,NA,Thomas Kinslow,Centennial,NA,RB,70,180,3,0.7998,Corona,CA,NA
32654,HighSchool,2019,NA,Jack Lenthall,Oaks Christian,NA,OLB,74,215,3,0.7998,Westlake Village,CA,NA
32655,HighSchool,2019,NA,Eric Zambrano,Upland,NA,CB,75,190,3,0.7998,Upland,CA,NA
32656,HighSchool,2019,NA,Karsonne Winters,Palo Verde,Portland State,S,74,190,3,0.7998,Las Vegas,NV,NA
32657,HighSchool,2019,NA,Jurrian Hering,Gig Harbor,NA,CB,73,180,3,0.7998,Gig Harbor,WA,NA
32658,HighSchool,2019,NA,Dylan Davis,Millikan Senior,NA,WR,72,165,3,0.7998,Long Beach,CA,NA
32659,HighSchool,2019,NA,Vincent Tucker,Narbonne,NA,S,71,190,3,0.7998,Harbor City,CA,NA
32660,HighSchool,2019,NA,Kevin Brown,Everett,UMass,RB,72,225,3,0.7998,Mattapan,MA,NA
32661,HighSchool,2019,NA,Camren Thomas,Hawkins,Idaho,WR,70,170,3,0.7998,Los Angeles,CA,NA
32662,HighSchool,2019,NA,Alex Washington,Mountain Brook,Harvard,S,73,180,3,0.7998,Birmingham,AL,NA
32663,HighSchool,2019,NA,Dylan White,Pittsburg,NA,WR,73,185,3,0.7998,Pittsburg,KS,NA
32664,HighSchool,2019,NA,Bryquice Brown,Lithia Springs Comprehensive,Georgia State,S,72,180,3,0.7998,Mattapan,MA,NA
32665,HighSchool,2019,NA,Luke Szabados,Archbishop Moeller,Mercer,ILB,74,225,3,0.7998,Cincinnati,OH,NA
32666,HighSchool,2019,NA,Ja'Shaun Poke,Dutchtown,Kent State,CB,70,175,3,0.7998,Hampton,GA,NA
32667,HighSchool,2019,NA,Blake Archuleta,Bishop Amat,NA,DUAL,74,190,3,0.7998,La Puente,CA,NA
32668,HighSchool,2019,NA,Drew Leszczynski,Brookfield Central,Coastal Carolina,PRO,73,190,3,0.7998,Brookfield,WI,NA
32669,HighSchool,2019,NA,Dion Hunter,Cleveland,New Mexico,OLB,74,220,3,0.7998,Rio Rancho,NM,NA
32670,HighSchool,2019,NA,Alex Hurlburt,West Salem,Montana,OLB,75,220,3,0.7993,Salem,OR,NA
32671,HighSchool,2019,NA,Max Wynn,Centerville,Miami (OH),ILB,74,210,3,0.7993,Dayton,OH,NA
32672,HighSchool,2019,NA,Keondre Swoopes,Hartselle,UAB,CB,72,165,3,0.7993,Hartselle,AL,NA
32673,HighSchool,2019,NA,Omari Fiffer,Ed White,Florida A&M,OLB,72,195,3,0.7993,Jacksonville,FL,NA
32674,HighSchool,2019,NA,LaCoryien Washington,Mansfield Summit,Stephen F. Austin,S,73,195,3,0.7993,Arlington,TX,NA
32675,HighSchool,2019,NA,Chandler Whitfield,Zachary,Louisiana Monroe,WR,68,152,3,0.7993,Zachary,LA,NA
32676,HighSchool,2019,NA,Tyruss Gayden,West Jefferson,Southern,CB,70,165,3,0.7993,Harvey,LA,NA
32677,HighSchool,2019,NA,Braxton Collins,Greer,Old Dominion,WR,76,175,3,0.7993,Greer,SC,NA
32678,HighSchool,2019,NA,Isaiah Abdullah,Woodrow Wilson Senior,Wyoming,ATH,75,190,3,0.7993,Los Angeles,CA,NA
32679,HighSchool,2019,NA,Nicholas Nakwaasah,Bishop Dunne,Central Arkansas,S,72,190,3,0.7993,Dallas,TX,NA
32680,HighSchool,2019,NA,Derin McCulley,Lawrence North,Ball State,CB,74,170,3,0.7993,Indianapolis,IN,NA
32681,HighSchool,2019,NA,Joseph Carter,Plano East,Navy,ATH,72.5,196,3,0.7993,Plano,TX,NA
32682,HighSchool,2019,NA,Eddie Schott,Southport,Ball State,PRO,77,220,3,0.799,Indianapolis,IN,NA
32683,HighSchool,2019,NA,Keanu Hill,Trinity,BYU,WR,75,190,3,0.799,Euless,TX,NA
32684,HighSchool,2019,NA,Xavier Guillory,Lewis & Clark,Air Force,WR,75,195,3,0.7982,Spokane,WA,NA
32685,HighSchool,2019,NA,Xavier Mason,Stadium,Sacramento State,WR,72,188,3,0.7982,Tacoma,WA,NA
32686,HighSchool,2019,NA,Davion Gaines,Stadium,Portland State,CB,73,170,3,0.7982,Tacoma,WA,NA
32687,HighSchool,2019,NA,Boone Abbott,American Fork,Hawai'i,DUAL,74,175,3,0.7982,American Fork,UT,NA
32688,HighSchool,2019,NA,Kani Taufa,Timpview,NA,OLB,73,220,3,0.7982,Provo,UT,NA
32689,HighSchool,2019,NA,Jamar Simpson,Rancho Verde,San José State,WR,71,165,3,0.7982,Moreno Valley,CA,NA
32690,HighSchool,2019,NA,Cervontes White,Liberty,Southern Utah,CB,71,175,3,0.7982,Henderson,NV,NA
32691,HighSchool,2019,NA,Austin Fiaseu,Liberty,UNLV,S,72,200,3,0.7982,Henderson,NV,NA
32692,HighSchool,2019,NA,Davin Wilson,Rancho Verde,Bowling Green,CB,71,175,3,0.7982,Moreno Valley,CA,NA
32693,HighSchool,2019,NA,Micaleous Elder,Blackman,Charlotte,WR,69,165,3,0.7972,Murfreesboro,TN,NA
32694,HighSchool,2019,NA,Terrell McDonald,Muscle Shoals,UAB,DUAL,74,205,2,0.7963,Muscle Shoals,AL,NA
32695,HighSchool,2019,NA,Dylan Cadwallader,Prestonwood Christian,Dartmouth,PRO,74,175,2,0.7963,Plano,TX,NA
32696,HighSchool,2019,NA,Ezrah Thibodeaux,Alief Taylor,NA,OLB,73,220,2,0.7963,Houston,TX,NA
32697,HighSchool,2019,NA,Austin Hill,The Village School,NA,TE,77,225,2,0.7963,Houston,TX,NA
32698,HighSchool,2019,NA,Richard Kinley II,Lausanne Collegiate School,Middle Tennessee,ATH,76,210,2,0.7956,Memphis,TN,NA
32699,HighSchool,2019,NA,Mekhi Miller,Rich Central Campus,Miami (OH),CB,73,170,2,0.7953,Olympia Fields,IL,NA
32700,HighSchool,2019,NA,Korey Mcleod,St. Vincent Pallotti,NA,TE,75,225,2,0.7953,Laurel,MD,NA
32701,HighSchool,2019,NA,Prince-Dru Bey,Winslow Twp,NA,PRO,71,167,2,0.7953,Atco,NJ,NA
32702,HighSchool,2019,NA,Cameron Cloud,Northwest Guilford,Richmond,APB,69,177,2,0.7953,Greensboro,NC,NA
32703,HighSchool,2019,NA,Nick Treco,CFA Academy,NA,RB,72,180,2,0.7953,Concord,NC,NA
32704,HighSchool,2019,NA,Braylan Grice,Lumberton Senior,NA,DUAL,72,194,2,0.7953,Lumberton,NC,NA
32705,HighSchool,2019,NA,Jakyrus Williams,Saraland,Southern Mississippi,WR,70,175,2,0.7953,Saraland,AL,NA
32706,HighSchool,2019,NA,Jourdan Townsend,Farrell,NA,RB,71,160,2,0.7953,Farrell,PA,NA
32707,HighSchool,2019,NA,Noelly Miller,Thomas S. Wootton,Delaware,WR,73,190,2,0.7953,Rockville,MD,NA
32708,HighSchool,2019,NA,Christian Webb,Sherwood,NA,WR,73,185,2,0.7953,Sandy Spring,MD,NA
32709,HighSchool,2019,NA,Chris Lovick,Memorial,Tulsa,APB,68,173,2,0.7953,Tomball,TX,NA
32710,HighSchool,2019,NA,Joseph Goins Jr.,National Christian Academy,NA,RB,70,210,2,0.7953,Fort Washington,MD,NA
32711,HighSchool,2019,NA,Pha'leak Brown,Chester,Illinois State,RB,69,170,2,0.7953,Chester,SC,NA
32712,HighSchool,2019,NA,Evan Miller,Centennial,NA,ATH,75,185,2,0.7953,Franklin,TN,NA
32713,HighSchool,2019,NA,Devon Dillehay,Northeast,NA,ILB,74,210,2,0.7953,Clarksville,TN,NA
32714,HighSchool,2019,NA,Jake Woods,Cardinal Newman,Army,WR,76,195,2,0.7953,Santa Rosa,CA,NA
32715,HighSchool,2019,NA,Michael Bond,Oakland,NA,OLB,74,210,2,0.7953,Murfreesboro,TN,NA
32716,HighSchool,2019,NA,Cade Ballard,Greeneville,Army,ATH,70,195,2,0.7953,Greeneville,TN,NA
32717,HighSchool,2019,NA,Tahir Anoor,Brentwood Academy,NA,CB,71,190,2,0.7953,Brentwood,TN,NA
32718,HighSchool,2019,NA,Alex Meredith,T L Hanna,Army,PRO,72,180,2,0.7953,Anderson,SC,NA
32719,HighSchool,2019,NA,Jaiden Howard,Crosby,NA,DUAL,74,152,2,0.7953,Crosby,TX,NA
32720,HighSchool,2019,NA,Robbie Williams,Chapel Hill,Northwestern State,WR,75,195,2,0.7953,Tyler,TX,NA
32721,HighSchool,2019,NA,Felix Etugbo,Fort Bend Travis,NA,OLB,74,215,2,0.7953,Richmond,TX,NA
32722,HighSchool,2019,NA,Kamal Hadden,River Rouge,Central Michigan,CB,73,160,2,0.7953,River Rouge,MI,NA
32723,HighSchool,2019,NA,Jayce Godley,Martin,Nevada,S,72,190,2,0.7953,Arlington,TX,NA
32724,HighSchool,2019,NA,Jacob Wallace,Marion,NA,WR,74,182,2,0.7953,Marion,TX,NA
32725,HighSchool,2019,NA,Chad Alexander,Landry-Walker,New Mexico,RB,65,153,2,0.7953,New Orleans,LA,NA
32726,HighSchool,2019,NA,Zakhari Franklin,Cedar Hill,UT San Antonio,WR,73,180,2,0.7953,Cedar Hill,TX,NA
32727,HighSchool,2019,NA,Bruce Harmon,Rockwall-Heath,Stephen F. Austin,CB,71,170,2,0.7953,Rockwall,TX,NA
32728,HighSchool,2019,NA,Khambrail Winters,Alief Taylor,Texas State,CB,72,180,2,0.7953,Houston,TX,NA
32729,HighSchool,2019,NA,Freddie Mango,Delta Charter,NA,ATH,70,175,2,0.7953,Ferriday,LA,NA
32730,HighSchool,2019,NA,Kendric Nowling,Marist,Eastern Michigan,S,73,195,2,0.7953,Chicago,IL,NA
32731,HighSchool,2019,NA,Brett Nabors,C.P.A.,NA,WR,75,185,2,0.7953,Nashville,TN,NA
32732,HighSchool,2019,NA,Darren Anders,North Olmsted,Bowling Green,RB,73,195,2,0.7953,North Olmsted,OH,NA
32733,HighSchool,2019,NA,Myles Stone,Starkville,Louisiana Monroe,S,73,170,2,0.7953,Starkville,MS,NA
32734,HighSchool,2019,NA,Reggie Ellis,Aldine Davis,Tulsa,CB,71,165,2,0.7953,Houston,TX,NA
32735,HighSchool,2019,NA,Ja'Marvin Hartfield,Trinity Christian School,New Mexico State,ATH,73,220,2,0.7953,Cedar Hill,TX,NA
32736,HighSchool,2019,NA,Darius Lewis,First Coast,Georgia Southern,ATH,69,165,2,0.7953,Jacksonville,FL,NA
32737,HighSchool,2019,NA,Randy Jordan Jr.,Tulare Union,Fresno State,CB,70,160,2,0.7952,Tulare,CA,NA
32738,HighSchool,2019,NA,Najeh Baker,South Dade,Toledo,WR,71,165,2,0.795,Homestead,FL,NA
32739,HighSchool,2019,NA,Chace Cromartie,Steele,SMU,S,72,170,2,0.7943,Cibolo,TX,NA
32740,HighSchool,2019,NA,Tyson McDonald,Eleanor Roosevelt,Akron,S,74,195,2,0.7943,Corona,CA,NA
32741,HighSchool,2019,NA,Marcus Fuqua,Southfield,Buffalo,S,73,190,2,0.7942,Southfield,MI,NA
32742,HighSchool,2019,NA,Jaylen DeCoteau,St. Augustine Prep,Kent State,CB,72,180,2,0.7942,Richland,NJ,NA
32743,HighSchool,2019,NA,Ali'Vonta Wallace,Muskegon,Western Michigan,ILB,73,210,2,0.7942,Muskegon,MI,NA
32744,HighSchool,2019,NA,Kieran Clark,Centennial,Nevada,CB,72,185,2,0.7942,Peoria,AZ,NA
32745,HighSchool,2019,NA,Tra Fluellen,Gilmer,Houston Baptist,S,75,185,2,0.7942,Gilmer,TX,NA
32746,HighSchool,2019,NA,Gerald Green,East Coweta,Georgia Southern,APB,69,183,2,0.7942,Sharpsburg,GA,NA
32747,HighSchool,2019,NA,Sir Oliver Everett,Faith Lutheran,UNLV,ATH,75,175,2,0.7942,Las Vegas,NV,NA
32748,HighSchool,2019,NA,Carter Sullivan,Antelope,Navy,OLB,75,235,2,0.7942,Antelope,CA,NA
32749,HighSchool,2019,NA,James Maye,Rocky River,Miami (OH),WR,69,165,2,0.7942,Charlotte,NC,NA
32750,HighSchool,2019,NA,Greyson Tackett,Joe T. Robinson,NA,PRO,74,203,2,0.7942,Little Rock,AR,NA
32751,HighSchool,2019,NA,Jacquez Norman,Cane Ridge,Tulane,RB,72,190,2,0.7942,Antioch,TN,NA
32752,HighSchool,2019,NA,Bryce McCormick,C.P.A.,Furman,TE,74,215,2,0.7942,Nashville,TN,NA
32753,HighSchool,2019,NA,Conner Richardson,Germantown,Tulane,TE,78,230,2,0.7942,Germantown,TN,NA
32754,HighSchool,2019,NA,Kamden Perry,Longview,NA,WR,72,165,2,0.7942,Longview,TX,NA
32755,HighSchool,2019,NA,Jaylon McMillon,West Forsyth,Western Carolina,CB,72,175,2,0.7942,Clemmons,NC,NA
32756,HighSchool,2019,NA,La'Darrion Florez,Clear Brook,Tulsa,WR,74,200,2,0.7942,Friendswood,TX,NA
32757,HighSchool,2019,NA,Kempton Shine,St. Rita,Eastern Michigan,CB,71,175,2,0.7942,Chicago,IL,NA
32758,HighSchool,2019,NA,Kyle Davis,Mount Carmel,Western Michigan,RB,72,205,2,0.7942,Chicago,IL,NA
32759,HighSchool,2019,NA,Cedric Case,Lincoln,Texas State,PRO,75,205,2,0.7942,Lincoln,NE,NA
32760,HighSchool,2019,NA,Prestige Edwards,East Mecklenburg,North Carolina A&T,WR,77,185,2,0.7942,Charlotte,NC,NA
32761,HighSchool,2019,NA,Mark Nondorf,Bishop Chatard,Ball State,PRO,75,205,2,0.7939,Indianapolis,IN,NA
32762,HighSchool,2019,NA,Adrian Bickham,Varnado,Rice,OLB,75,200,2,0.7932,Tickfaw,LA,NA
32763,HighSchool,2019,NA,Hendrix Johnson,Boulder Creek,Northern Arizona,ATH,74,185,2,0.7932,Phoenix,AZ,NA
32764,HighSchool,2019,NA,Trenton Johnson,St. Mary's,Yale,S,74,190,2,0.7932,Albany,CA,NA
32765,HighSchool,2019,NA,Jamari Ferrell,Mission Viejo,NA,RB,68,175,2,0.7932,Mission Viejo,CA,NA
32766,HighSchool,2019,NA,Hogan Hatten,Saguaro,Idaho,ILB,75,230,2,0.7932,Scottsdale,AZ,NA
32767,HighSchool,2019,NA,Justin Lockhart,Junipero Serra,Nevada,WR,74,185,2,0.7932,Gardena,CA,NA
32768,HighSchool,2019,NA,Mekel Ealy,Freedom,Hawai'i,WR,74,170,2,0.7932,Oakley,CA,NA
32769,HighSchool,2019,NA,Hayden Hatten,Saguaro,Idaho,TE,75,220,2,0.7932,Scottsdale,AZ,NA
32770,HighSchool,2019,NA,Erek Campbell,Lausanne Collegiate School,NA,S,73,185,2,0.7932,Memphis,TN,NA
32771,HighSchool,2019,NA,Jalen Burbage,Bryan Station,NA,ATH,71,160,2,0.7932,Lexington,KY,NA
32772,HighSchool,2019,NA,Ailym Ford,West Florence,Chattanooga,RB,68,205,2,0.7932,Florence,SC,NA
32773,HighSchool,2019,NA,Brandon Coleman,Columbia,Kent State,RB,73,215,2,0.7932,Columbia Station,OH,NA
32774,HighSchool,2019,NA,Mark Davis,Braden River,Buffalo,CB,74,175,2,0.7932,Bradenton,FL,NA
32775,HighSchool,2019,NA,Jaden Voisin,Crestview,South Alabama,WR,72,185,2,0.7932,Crestview,FL,NA
32776,HighSchool,2019,NA,Marvae Myers-Glover,Oak Ridge,Middle Tennessee,ATH,72,175,2,0.7932,Orlando,FL,NA
32777,HighSchool,2019,NA,James Meeks,Dwyer,Florida Atlantic,RB,70,170,2,0.7924,Palm Beach Gardens,FL,NA
32778,HighSchool,2019,NA,Dorian Manuel,North Shore,NA,APB,65,145,2,0.7913,Houston,TX,NA
32779,HighSchool,2019,NA,Zion Andrus,Westfield,NA,WR,73,175,2,0.7913,Houston,TX,NA
32780,HighSchool,2019,NA,Bryce Robinson,Clarksville Academy,Austin Peay,DUAL,71,190,2,0.7913,Clarksville,TN,NA
32781,HighSchool,2019,NA,Keith Harris,Leuzinger,Utah State,CB,72,166,2,0.7903,Lawndale,CA,NA
32782,HighSchool,2019,NA,Taj Gregory,Coppell,NA,PRO,79,189,2,0.7903,Coppell,TX,NA
32783,HighSchool,2019,NA,Eli Nordhorn,Grace Christian Academy,NA,TE,76,220,2,0.7903,Knoxville,TN,NA
32784,HighSchool,2019,NA,Jacob Roberts,Mallard Creek,NA,ILB,72,211,2,0.7903,Charlotte,NC,NA
32785,HighSchool,2019,NA,Marcus Mauney,Hunter Huss,Yale,ILB,73,219,2,0.7903,Gastonia,NC,NA
32786,HighSchool,2019,NA,Kevon Hilliard,William Amos Hough,Charleston Southern,OLB,74,220,2,0.7903,Cornelius,NC,NA
32787,HighSchool,2019,NA,Derrick Canteen,Evans,Georgia Southern,CB,70,175,2,0.7903,Evans,GA,NA
32788,HighSchool,2019,NA,DeMarcus Jones,Fossil Ridge,Louisiana Monroe,OLB,73,195,2,0.7903,Keller,TX,NA
32789,HighSchool,2019,NA,Marquae Kirkendoll,Simeon,New Mexico,CB,74,175,2,0.7903,Chicago,IL,NA
32790,HighSchool,2019,NA,Quincy Watson,Malvern Prep,Delaware,WR,68.5,178,2,0.7903,Malvern,PA,NA
32791,HighSchool,2019,NA,Oluaka Ibekwe,Fort Bend Bush,NA,ILB,71,200,2,0.7903,Richmond,TX,NA
32792,HighSchool,2019,NA,Dequavion Ludd,South Oak Cliff,NA,ILB,72,215,2,0.7903,Dallas,TX,NA
32793,HighSchool,2019,NA,Justin Bray,St. George's Independent School,Mercer,TE,76,210,2,0.7903,Collierville,TN,NA
32794,HighSchool,2019,NA,Treyvion Houston,Greer,East Tennessee State,PRO,73.5,177,2,0.7903,Greer,SC,NA
32795,HighSchool,2019,NA,Bryon Hanspard,DeSoto,NA,WR,71,180,2,0.7903,DeSoto,TX,NA
32796,HighSchool,2019,NA,Justin Murray,Coppell,Bucknell,CB,73,185,2,0.7903,Coppell,TX,NA
32797,HighSchool,2019,NA,Ananias Mayes,Prosper,NA,OLB,74,190,2,0.7903,Prosper,TX,NA
32798,HighSchool,2019,NA,Edward Bautista,All Saints Episcopal,NA,ILB,72,215,2,0.7903,Fort Worth,TX,NA
32799,HighSchool,2019,NA,Myron Morrison,Atascocita,Rice,OLB,74.5,193,2,0.7903,Humble,TX,NA
32800,HighSchool,2019,NA,Joshua Cephus,Dekaney,UT San Antonio,WR,76,180,2,0.7903,Houston,TX,NA
32801,HighSchool,2019,NA,Jaylen Stanford,Westfield,NA,CB,71,175,2,0.7903,Houston,TX,NA
32802,HighSchool,2019,NA,Jaylin Hastings,John Jay,NA,RB,67,175,2,0.7903,San Antonio,TX,NA
32803,HighSchool,2019,NA,Jaylin Smith,North Forney,NA,ATH,74,195,2,0.7903,Forney,TX,NA
32804,HighSchool,2019,NA,Reginald Ellis,Davis,NA,CB,71,178,2,0.7902,Houston,TX,NA
32805,HighSchool,2019,NA,Tyreke Harrison,Plant City,Georgia State,CB,71,170,2,0.7902,Plant City,FL,NA
32806,HighSchool,2019,NA,Quintavius Workman,Chapin,UTEP,WR,77,180,2,0.7902,El Paso,TX,NA
32807,HighSchool,2019,NA,Caleb Gerber,Pebble Hills,Air Force,APB,70,165,2,0.7902,El Paso,TX,NA
32808,HighSchool,2019,NA,Ben Johnson,Pickerington North,Ohio,OLB,74,190,2,0.7902,Pickerington,OH,NA
32809,HighSchool,2019,NA,Adrion Taylor,Grand Prairie,Navy,ATH,71,170,2,0.7902,Grand Prairie,TX,NA
32810,HighSchool,2019,NA,DJ Dormeus,Killeen,Houston Baptist,WR,73,180,2,0.7902,Killeen,TX,NA
32811,HighSchool,2019,NA,Grayson McCall,Porter Ridge,Coastal Carolina,DUAL,75,200,2,0.7902,Indian Trail,NC,NA
32812,HighSchool,2019,NA,Jeremiah Fails,Ocoee,Western Kentucky,WR,71,180,2,0.7902,Ocoee,FL,NA
32813,HighSchool,2019,NA,Shayne Lawrence,Cedar Hill,Prairie View,DUAL,74.5,187,2,0.7902,Cedar Hill,TX,NA
32814,HighSchool,2019,NA,Kevin Walls,Westlake,Akron,WR,78,215,2,0.7902,Westlake,OH,NA
32815,HighSchool,2019,NA,Joshua McCurty,Eastlake,NA,ILB,73,230,2,0.7898,Chula Vista,CA,NA
32816,HighSchool,2019,NA,Elias Spence,North Medford,Portland State,TE,76,225,2,0.7898,Medford,OR,NA
32817,HighSchool,2019,NA,Blake Markham,Banks,NA,ATH,75,196,2,0.7898,Banks,OR,NA
32818,HighSchool,2019,NA,Jeremiah Palaita,Decatur,Air Force,ILB,74,220,2,0.7898,Federal Way,WA,NA
32819,HighSchool,2019,NA,Tanner Brooks,Mt Spokane,Idaho,ILB,76,217,2,0.7898,Mead,WA,NA
32820,HighSchool,2019,NA,Philip Earnhardt,Mountain View,NA,WR,61,165,2,0.7898,Vancouver,WA,NA
32821,HighSchool,2019,NA,Thomas Kiessling,St. Xavier,NA,ILB,76,230,2,0.7898,Cincinnati,OH,NA
32822,HighSchool,2019,NA,Kyre Williams,East,NA,S,71,190,2,0.7898,Akron,OH,NA
32823,HighSchool,2019,NA,Dorien Mars,Eleanor Roosevelt,NA,CB,69,160,2,0.7898,Corona,CA,NA
32824,HighSchool,2019,NA,Austin Brown,Madison,Grand Valley State,PRO,72,185,2,0.7898,Madison Heights,MI,NA
32825,HighSchool,2019,NA,Cody Tierney,Northview,Grand Valley State,WR,69.5,176,2,0.7898,Grand Rapids,MI,NA
32826,HighSchool,2019,NA,T'Shawn Wilkes,Denby,NA,RB,74,190,2,0.7898,Detroit,MI,NA
32827,HighSchool,2019,NA,KeOndre Glass,Battle Creek Central,NA,WR,74,175,2,0.7898,Battle Creek,MI,NA
32828,HighSchool,2019,NA,Steele Dubar,Mater Dei,NA,OLB,72,200,2,0.7898,Santa Ana,CA,NA
32829,HighSchool,2019,NA,Zac Smith,Sarasota,NA,OLB,74,235,2,0.7898,Orlando,FL,NA
32830,HighSchool,2019,NA,Chris Johnson,Skyline,Eastern Washington,WR,76,210,2,0.7898,Sammamish,WA,NA
32831,HighSchool,2019,NA,Brock Harrison,Ridgefield,Eastern Washington,ILB,74,225,2,0.7898,Ridgefield,WA,NA
32832,HighSchool,2019,NA,Barret Albright,Eastside Catholic,NA,OLB,74,215,2,0.7898,Sammamish,WA,NA
32833,HighSchool,2019,NA,Justin Haase,Puyallup,Weber State,WR,75,210,2,0.7898,Puyallup,WA,NA
32834,HighSchool,2019,NA,Romere Williams,Lincoln,NA,OLB,74,225,2,0.7898,Tacoma,WA,NA
32835,HighSchool,2019,NA,Zaquand Irby,Ganesha,NA,RB,67,185,2,0.7898,Pomona,CA,NA
32836,HighSchool,2019,NA,Mario Padilla,Salpointe Catholic,NA,APB,68,165,2,0.7898,Tucson,AZ,NA
32837,HighSchool,2019,NA,Nick Wallerstedt,Mountain Pointe,NA,DUAL,75,181,2,0.7898,Phoenix,AZ,NA
32838,HighSchool,2019,NA,Dashun Odom,Flomaton Sch,NA,S,73,185,2,0.7898,Flomaton,AL,NA
32839,HighSchool,2019,NA,Chris Bement,York Community HS,NA,TE,77,238,2,0.7898,Elmhurst,IL,NA
32840,HighSchool,2019,NA,Dejon Pratt,Desert Pines,NA,OLB,75,230,2,0.7898,Las Vegas,NV,NA
32841,HighSchool,2019,NA,Cole Truex,Marin  Catholic,Army,ILB,73,204,2,0.7898,Greenbrae,CA,NA
32842,HighSchool,2019,NA,Riley Kinney,Loveland,NA,DUAL,76,190,2,0.7898,Loveland,CO,NA
32843,HighSchool,2019,NA,Justin Pelic,Wando,NA,ILB,72,213,2,0.7898,Mount Pleasant,SC,NA
32844,HighSchool,2019,NA,Devyn Butler,Allen,NA,CB,70,175,2,0.7898,Allen,TX,NA
32845,HighSchool,2019,NA,Marcus Grissett,Myrtle Beach,NA,WR,72,161,2,0.7898,Myrtle Beach,SC,NA
32846,HighSchool,2019,NA,Terrell Hall,Winona,North Dakota State,CB,71,185,2,0.7898,Winona,MN,NA
32847,HighSchool,2019,NA,Billy Riviere,Wayzata,North Dakota,TE,76,230,2,0.7898,Minneapolis,MN,NA
32848,HighSchool,2019,NA,Joel Parker,Pinson Valley,Kennesaw State,ILB,74,240,2,0.7898,Pinson,AL,NA
32849,HighSchool,2019,NA,Jalen Henderson,Spain Park,NA,RB,71,200,2,0.7898,Birmingham,AL,NA
32850,HighSchool,2019,NA,Michael Vice,Vestavia Hills,Samford,TE,76,240,2,0.7898,Birmingham,AL,NA
32851,HighSchool,2019,NA,Laletia Hale,Carver,Jacksonville State,ILB,73,215,2,0.7898,Montgomery,AL,NA
32852,HighSchool,2019,NA,Eric Poellnitz,Mobile Christian School,NA,WR,71,174,2,0.7898,Mobile,AL,NA
32853,HighSchool,2019,NA,Juwaun Price,Peoria,New Mexico State,RB,70,185,2,0.7898,Peoria,AZ,NA
32854,HighSchool,2019,NA,Izaiah Reid,American,NA,WR,74,175,2,0.7898,Fremont,CA,NA
32855,HighSchool,2019,NA,Teely Rhyne,The Taft School,NA,RB,74,195,2,0.7898,Merrillville,IN,NA
32856,HighSchool,2019,NA,Cameron Brown,Casteel,NA,S,72,195,2,0.7898,QUEEN CREEK,AZ,NA
32857,HighSchool,2019,NA,Nasir McCrae-Dixon,Bartram John - Main,NA,WR,76,180,2,0.7898,Lansdowne,PA,NA
32858,HighSchool,2019,NA,Luke Dwyer,Lake Zurich,North Dakota State,OLB,75,215,2,0.7898,Lake Zurich,IL,NA
32859,HighSchool,2019,NA,William Enneking,Hamilton,NA,TE,76,240,2,0.7898,Sussex,WI,NA
32860,HighSchool,2019,NA,Caleb Lomica,North Polk Junior-senior,NA,OLB,75,205,2,0.7898,Alleman,IA,NA
32861,HighSchool,2019,NA,Keegan Freid,Sunrise Mountain,Air Force,DUAL,75,173,2,0.7898,Peoria,AZ,NA
32862,HighSchool,2019,NA,Blake Muntz,Madison Central,NA,TE,78,220,2,0.7898,Richmond,KY,NA
32863,HighSchool,2019,NA,Jonathan Collins,Williamstown,New Hampshire,ATH,73,170,2,0.7898,Williamstown,NJ,NA
32864,HighSchool,2019,NA,Caden Blum,Baraboo,Air Force,TE,77,230,2,0.7898,Baraboo,WI,NA
32865,HighSchool,2019,NA,CJ Cutcliff,Boca Ciega,NA,CB,73,168,2,0.7898,Saint Petersburg,FL,NA
32866,HighSchool,2019,NA,Jordan Castleberry,St. Edward,NA,RB,68,193,2,0.7898,Lakewood,OH,NA
32867,HighSchool,2019,NA,DJ Hart,West Rusk,NA,ATH,72,175,2,0.7898,New London,TX,NA
32868,HighSchool,2019,NA,Lucas Wright,Desert Ridge,NA,RB,74,210,2,0.7898,Mesa,AZ,NA
32869,HighSchool,2019,NA,Tnyis Becker,Bishop McDevitt,NA,WR,70,170,2,0.7898,Harrisburg,PA,NA
32870,HighSchool,2019,NA,Ed Magee,Kentwood,Southeastern Louisiana,ATH,71,170,2,0.7898,Kentwood,LA,NA
