,year,team,conference,rating,secondOrderWins,sos,offense.rating,offense.success,offense.explosiveness,offense.rushing,offense.passing,offense.standardDowns,offense.passingDowns,offense.runRate,offense.pace,defense.rating,defense.success,defense.explosiveness,defense.rushing,defense.passing,defense.standardDowns,defense.passingDowns,defense.havoc.total,defense.havoc.frontSeven,defense.havoc.db,specialTeams
2198,2017,Northwestern,Big Ten,11.2,8,0.869,2.88E+01,9.97E+01,9.27E+01,9.59E+01,9.61E+01,1.01E+02,8.57E+01,4.97E-01,-1.40E+00,17.4,106.6,100.3,113.3,101.2,104.3,103.3,0.201,0.129,0.071,-0.3
2199,2017,Missouri,SEC,11.1,8.1,0.88,3.55E+01,1.06E+02,1.14E+02,1.02E+02,1.14E+02,1.06E+02,1.18E+02,4.95E-01,-4.10E+00,26.4,104.4,92.6,100.8,98.3,101.9,92.1,0.164,0.114,0.05,2
2200,2017,Kansas State,Big 12,10.9,7.2,0.872,3.44E+01,9.73E+01,1.01E+02,1.06E+02,9.66E+01,1.01E+02,9.76E+01,6.19E-01,3.00E+00,26.1,100.2,104.4,111.5,100.4,103.9,94.6,0.149,0.077,0.072,2.6
2201,2017,Texas,Big 12,10.6,6.5,0.853,2.67E+01,9.37E+01,8.90E+01,9.20E+01,9.15E+01,9.21E+01,9.06E+01,4.65E-01,-8.00E-01,16.3,117.3,106.5,122.1,107.3,111.9,113.3,0.18,0.082,0.097,0.2
2202,2017,Wake Forest,ACC,10.5,7.4,0.827,3.57E+01,1.07E+02,1.10E+02,9.77E+01,1.15E+02,1.08E+02,1.05E+02,5.21E-01,-3.90E+00,25.1,101.3,101.9,104.8,101.7,98.8,105.7,0.186,0.113,0.073,0
2203,2017,Indiana,Big Ten,10.2,5.5,0.821,2.86E+01,9.45E+01,9.48E+01,8.75E+01,9.51E+01,9.16E+01,1.01E+02,4.11E-01,-3.10E+00,20.2,109.7,103.1,106.6,106,103.1,117.7,0.169,0.105,0.064,1.8
2204,2017,South Florida,American Athletic,10.2,9.8,0.958,3.16E+01,9.52E+01,1.09E+02,1.01E+02,1.05E+02,1.01E+02,1.00E+02,6.09E-01,-5.00E+00,21.2,121.4,99.7,110.9,111.7,121.7,96.2,0.198,0.122,0.076,-0.2
2205,2017,Florida,SEC,10.1,5.1,0.818,3.08E+01,9.73E+01,9.52E+01,1.01E+02,9.33E+01,1.01E+02,8.64E+01,5.27E-01,2.90E+00,22.4,110.7,90.3,104.1,98.3,102.9,100.9,0.187,0.107,0.079,1.7
2206,2017,Iowa,Big Ten,9.8,6.9,0.819,2.84E+01,9.95E+01,1.03E+02,9.49E+01,1.06E+02,9.88E+01,1.06E+02,5.31E-01,1.90E+00,19.4,102.2,109.8,104.4,106.1,105,104.7,0.185,0.122,0.061,0.8
2207,2017,Texas A&M,SEC,9.4,5.5,0.822,3.31E+01,9.34E+01,1.12E+02,9.29E+01,1.08E+02,9.54E+01,1.14E+02,5.18E-01,-1.60E+00,25.2,106.3,96.8,101.4,103.9,107.1,91.4,0.176,0.101,0.073,1.5
2208,2017,Boise State,Mountain West,9.1,10.7,0.957,2.86E+01,1.08E+02,1.02E+02,1.00E+02,1.08E+02,1.03E+02,1.07E+02,5.13E-01,1.10E+00,20.5,107.8,112.1,117.3,106.4,107.5,115.4,0.165,0.033,0.069,1
2209,2017,Oregon,Pac-12,9.1,7.9,0.897,3.50E+01,1.03E+02,1.03E+02,1.05E+02,1.05E+02,1.03E+02,1.05E+02,6.29E-01,-4.00E+00,25.1,115.8,96.7,112.3,103.3,106.9,104.3,0.194,0.115,0.077,-0.7
2210,2017,Georgia Tech,ACC,8.9,6,0.829,3.49E+01,1.12E+02,9.66E+01,1.12E+02,1.17E+02,1.02E+02,1.20E+02,8.04E-01,-5.00E-01,25.1,93.8,105.9,96.5,100.8,96.9,101.5,0.131,0.068,0.063,-0.9
2211,2017,Washington State,Pac-12,8.6,7.5,0.879,3.09E+01,1.00E+02,9.74E+01,9.49E+01,9.57E+01,1.01E+02,9.58E+01,2.63E-01,2.80E+00,22.1,115.5,91.1,100.5,107.1,102.8,103.1,0.189,0.116,0.073,-0.3
2212,2017,South Carolina,SEC,7.8,7.9,0.853,2.84E+01,1.00E+02,9.65E+01,9.43E+01,9.96E+01,1.02E+02,8.59E+01,4.59E-01,2.80E+00,19.7,104.8,111.8,113,105.5,104,117.3,0.158,0.094,0.063,-0.8
2213,2017,Memphis,American Athletic,7.8,9,0.94,3.76E+01,1.02E+02,1.19E+02,1.05E+02,1.08E+02,1.07E+02,1.14E+02,4.42E-01,-2.80E+00,30.6,102.5,102.1,101.5,101.7,105,96.1,0.183,0.088,0.094,0.7
2214,2017,Houston,American Athletic,7.7,7.5,0.948,3.23E+01,9.99E+01,9.54E+01,9.68E+01,9.75E+01,9.98E+01,9.63E+01,4.93E-01,-1.70E+00,25.8,101.2,115.7,109.4,107.9,102.3,120.4,0.154,0.087,0.068,1.3
2215,2017,Iowa State,Big 12,7.5,7.5,0.862,3.82E+01,9.84E+01,9.58E+01,8.89E+01,9.97E+01,9.67E+01,9.73E+01,4.46E-01,1.50E+00,30.7,106.1,114,114.2,106,107.9,112.1,0.176,0.112,0.063,0
2216,2017,Toledo,Mid-American,6.6,10.2,0.963,3.22E+01,1.06E+02,1.14E+02,9.85E+01,1.18E+02,1.08E+02,1.09E+02,5.33E-01,1.10E+00,25.7,99.3,100.3,94.5,105.2,96.5,109,0.148,0.081,0.066,0.1
2217,2017,Duke,ACC,6.1,7,0.873,2.55E+01,9.71E+01,9.14E+01,1.02E+02,9.05E+01,9.32E+01,9.66E+01,4.80E-01,-1.50E+00,19.2,113.5,93.6,107.6,98.4,107.5,95.7,0.193,0.099,0.093,-0.2
2218,2017,Pittsburgh,ACC,6,6,0.85,3.14E+01,1.09E+02,9.20E+01,1.05E+02,9.87E+01,1.05E+02,9.35E+01,5.27E-01,2.60E+00,25,103.3,96.6,101.5,98.9,103.1,96.2,0.153,0.086,0.065,-0.4
2219,2017,Purdue,Big Ten,5.8,8,0.846,2.86E+01,1.02E+02,1.01E+02,1.04E+02,9.88E+01,1.00E+02,1.05E+02,4.21E-01,-6.00E-01,22.1,112.2,98,118.9,99.4,108.9,101.1,0.152,0.101,0.051,-0.7
2220,2017,West Virginia,Big 12,5.6,7.2,0.856,3.36E+01,1.07E+02,9.98E+01,9.97E+01,1.04E+02,1.07E+02,1.01E+02,4.38E-01,-2.30E+00,27.2,105,97.2,94.3,104.6,98,110.8,0.164,0.082,0.081,-0.8
2221,2017,Florida Atlantic,Conference USA,5.1,11.1,0.948,3.47E+01,1.08E+02,1.11E+02,1.16E+02,1.07E+02,1.09E+02,1.10E+02,6.17E-01,-4.70E+00,31.3,100.3,106.5,100.9,103.8,104.9,99.4,0.149,0.081,0.068,1.8
2222,2017,UCLA,Pac-12,4.9,6.6,0.867,3.93E+01,1.05E+02,1.05E+02,9.80E+01,1.06E+02,1.08E+02,9.89E+01,3.93E-01,-1.80E+00,34.5,95.2,103.6,94.5,100.6,96.1,104.2,0.131,0.077,0.05,0.1
2223,2017,Texas Tech,Big 12,4.8,6.9,0.857,3.44E+01,1.08E+02,9.78E+01,1.04E+02,1.02E+02,1.06E+02,9.62E+01,4.03E-01,-1.40E+00,28.3,94.9,109.1,99.4,102.5,100.2,104.8,0.136,0.067,0.069,-1.3
2224,2017,Boston College,ACC,4.6,7,0.823,2.52E+01,9.81E+01,9.51E+01,1.05E+02,9.22E+01,9.95E+01,8.94E+01,6.10E-01,-2.80E+00,19.9,109.8,99.5,99,110.1,103.5,110.4,0.166,0.093,0.069,-0.7
2225,2017,San Diego State,Mountain West,4.5,8.4,0.957,2.85E+01,9.25E+01,1.14E+02,1.07E+02,9.62E+01,1.00E+02,1.06E+02,6.44E-01,2.20E+00,24.8,108.4,105.5,107.9,105.1,107.9,102.7,0.149,0.065,0.084,0.9
2226,2017,North Carolina,ACC,4.3,3.9,0.862,2.93E+01,9.49E+01,1.01E+02,9.65E+01,9.56E+01,9.83E+01,9.19E+01,4.68E-01,-2.30E+00,25.9,97.2,99,96.5,97.8,97.6,101.3,0.159,0.092,0.067,0.9
2227,2017,Syracuse,ACC,4,3.4,0.816,2.93E+01,1.00E+02,1.01E+02,1.01E+02,9.82E+01,9.92E+01,1.04E+02,4.24E-01,-3.40E+00,27.3,99.2,90,94.5,95.8,99.5,87,0.136,0.081,0.053,2
2228,2017,Colorado State,Mountain West,3.9,8,0.925,3.46E+01,1.13E+02,1.02E+02,1.04E+02,1.10E+02,1.08E+02,1.08E+02,5.00E-01,0.00E+00,32.7,94,91.3,92.8,93.9,92.9,95.3,0.144,0.089,0.055,2
2229,2017,Appalachian State,Sun Belt,3.8,9,0.945,2.95E+01,9.60E+01,1.07E+02,1.02E+02,1.01E+02,9.82E+01,1.05E+02,5.66E-01,1.10E+00,24.8,104.3,100.2,102.3,103.1,102.6,102,0.195,0.116,0.078,-0.9
2230,2017,Arizona,Pac-12,3.7,7.7,0.913,3.81E+01,1.06E+02,1.15E+02,1.13E+02,1.08E+02,1.07E+02,1.20E+02,6.21E-01,-3.00E+00,33.9,95.6,99.7,94.6,97.6,100.8,89.6,0.146,0.074,0.069,-0.5
2231,2017,Ohio,Mid-American,3.3,9.8,0.974,3.22E+01,1.08E+02,1.06E+02,1.13E+02,1.03E+02,1.10E+02,9.96E+01,6.02E-01,6.00E-01,30.6,101.7,98.2,107.4,100.3,97.7,108,0.184,0.107,0.075,1.7
2232,2017,Kentucky,SEC,2.7,5.1,0.859,3.08E+01,1.04E+02,9.65E+01,9.93E+01,1.02E+02,9.89E+01,1.09E+02,5.46E-01,2.50E+00,29.5,91.9,104.1,96.1,98.3,93.9,109.1,0.141,0.081,0.059,1.5
2233,2017,Nebraska,Big Ten,2.5,3.7,0.822,2.56E+01,1.04E+02,9.81E+01,9.55E+01,1.03E+02,1.05E+02,9.28E+01,4.33E-01,2.40E+00,23.7,84.4,104.6,87.1,96.8,91.7,94.6,0.104,0.074,0.03,0.6
2234,2017,Arkansas,SEC,2.1,4.5,0.798,3.41E+01,1.06E+02,1.00E+02,1.09E+02,1.03E+02,1.00E+02,1.12E+02,5.42E-01,2.10E+00,31.8,91.8,98.7,93.7,94.3,97,88.1,0.137,0.079,0.058,-0.2
2235,2017,Colorado,Pac-12,2,4.7,0.897,3.03E+01,9.95E+01,8.93E+01,9.48E+01,9.59E+01,9.62E+01,9.28E+01,5.05E-01,-2.90E+00,30.1,94.9,99,90.6,100.5,98.6,95.1,0.148,0.065,0.079,1.8
2236,2017,Troy,Sun Belt,1.6,8.9,0.953,2.75E+01,1.04E+02,1.03E+02,1.05E+02,9.96E+01,1.04E+02,1.03E+02,4.39E-01,1.00E-01,23.5,109.3,103.4,112.9,104.2,107.9,103.5,0.205,0.12,0.084,-2.4
2237,2017,Arkansas State,Sun Belt,1.5,8.6,0.982,2.93E+01,1.02E+02,1.03E+02,9.68E+01,1.04E+02,1.03E+02,1.01E+02,4.25E-01,-3.30E+00,28.6,108,93.1,102.1,100.5,102.8,97.7,0.204,0.116,0.088,0.8
2238,2017,Tennessee,SEC,1.2,3.6,0.827,2.58E+01,9.40E+01,9.43E+01,9.35E+01,9.53E+01,9.63E+01,9.05E+01,5.25E-01,1.80E+00,25.7,90.1,114,90.8,106.7,96.8,101.5,0.135,0.086,0.048,1.1
2239,2017,Arizona State,Pac-12,1,5,0.873,3.39E+01,9.92E+01,9.92E+01,9.48E+01,1.04E+02,9.97E+01,9.66E+01,5.34E-01,-1.10E+00,33.1,99.9,95.8,95.7,99.9,97.4,98.8,0.141,0.083,0.047,0.2
2240,2017,Virginia,ACC,0.8,5.9,0.876,2.50E+01,9.49E+01,9.47E+01,8.71E+01,9.56E+01,9.60E+01,9.38E+01,3.92E-01,2.20E+00,23.3,106.5,99.8,100.9,105,103.4,105.1,0.151,0.083,0.067,-0.9
2241,2017,Vanderbilt,SEC,0.6,5.3,0.838,3.23E+01,9.87E+01,1.07E+02,9.29E+01,1.05E+02,1.04E+02,9.31E+01,4.69E-01,3.70E+00,29,102.1,97.5,94.5,104.5,99.8,98.4,0.17,0.098,0.073,-2.6
2242,2017,Temple,American Athletic,0.5,7.4,0.925,2.51E+01,9.24E+01,9.60E+01,8.97E+01,9.52E+01,9.39E+01,9.47E+01,4.75E-01,9.00E-01,24.1,106.7,102.2,102.2,109.6,103.7,107.2,0.179,0.122,0.054,-0.5
2243,2017,Minnesota,Big Ten,0.4,5.4,0.877,2.39E+01,9.73E+01,9.11E+01,9.97E+01,9.59E+01,9.59E+01,9.61E+01,6.48E-01,1.60E+00,22.1,96.9,100.3,91.7,105.9,96.6,102.3,0.17,0.113,0.057,-1.4
2244,2017,Navy,American Athletic,-0.7,6.2,0.917,3.25E+01,1.11E+02,8.86E+01,1.09E+02,1.24E+02,1.05E+02,9.38E+01,8.72E-01,0.00E+00,32.1,99.6,97.7,104.8,94.4,96.3,106.1,0.136,0.091,0.045,-1.2
2245,2017,California,Pac-12,-1,4.6,0.87,2.87E+01,9.59E+01,9.13E+01,9.25E+01,9.36E+01,9.19E+01,9.77E+01,4.39E-01,-7.00E-01,29.9,95.8,111.2,100.9,101.5,99.6,105.9,0.148,0.092,0.054,0.3
2246,2017,Northern Illinois,Mid-American,-1.4,8,0.964,2.10E+01,9.34E+01,9.31E+01,9.18E+01,9.52E+01,9.48E+01,9.01E+01,5.44E-01,-3.00E+00,20.5,119.4,94.2,115.1,103.5,108.7,101.7,0.19,0.132,0.058,-1.9
2247,2017,Baylor,Big 12,-1.4,2.6,0.858,2.69E+01,8.80E+01,1.07E+02,9.40E+01,9.59E+01,9.01E+01,1.09E+02,4.50E-01,-1.00E-01,29,96.3,92.9,92.7,95,93.5,99.8,0.158,0.103,0.048,0.6
2248,2017,Miami (OH),Mid-American,-2.2,7.5,0.957,2.42E+01,1.03E+02,9.67E+01,9.10E+01,1.04E+02,1.01E+02,9.93E+01,4.99E-01,1.70E+00,26.9,99.6,100.4,98.6,100.7,99.1,102.5,0.155,0.07,0.082,0.6
2249,2017,Western Michigan,Mid-American,-2.4,6.3,0.945,2.57E+01,1.04E+02,9.01E+01,1.03E+02,9.45E+01,9.73E+01,9.94E+01,6.14E-01,-1.50E+00,28.4,99.3,90.7,91.2,98.3,93.8,100,0.179,0.105,0.071,0.4
2250,2017,Wyoming,Mountain West,-2.5,7.5,0.954,1.97E+01,8.76E+01,9.16E+01,8.93E+01,9.13E+01,9.48E+01,7.90E+01,5.24E-01,1.30E+00,23.1,107.4,112.6,112.4,103.8,107.5,110.3,0.179,0.11,0.068,0.9
2251,2017,UT San Antonio,Conference USA,-2.5,6.8,0.985,1.87E+01,9.39E+01,9.36E+01,9.66E+01,9.18E+01,9.72E+01,8.86E+01,5.54E-01,2.80E+00,22.5,112.7,90.6,106.2,96.6,100.9,104.7,0.195,0.119,0.075,1.3
2252,2017,Fresno State,Mountain West,-2.7,9.4,0.895,2.23E+01,1.02E+02,9.69E+01,9.87E+01,1.02E+02,1.04E+02,9.19E+01,5.10E-01,2.00E+00,25.5,98.8,119.6,106.1,108.6,101.7,121.7,0.172,0.109,0.063,0.5
2253,2017,SMU,American Athletic,-2.9,6.6,0.926,3.54E+01,1.06E+02,1.05E+02,1.09E+02,1.01E+02,1.05E+02,1.05E+02,4.52E-01,-1.30E+00,37.4,95.2,90,93.6,92.5,93.2,94.5,0.161,0.097,0.063,-0.9
2254,2017,Utah State,Mountain West,-3.3,7,0.927,2.44E+01,9.26E+01,1.02E+02,9.93E+01,9.17E+01,9.76E+01,9.32E+01,4.86E-01,-2.80E+00,28,104.9,106.6,99.5,110.8,103.8,110.3,0.14,0.073,0.068,0.3
2255,2017,Southern Mississippi,Conference USA,-3.4,7.9,0.979,2.49E+01,9.05E+01,1.04E+02,9.57E+01,9.75E+01,9.72E+01,9.28E+01,5.07E-01,-2.00E-01,28.3,107.2,94.9,106.1,99.1,101.8,103.5,0.194,0.108,0.085,0
2256,2017,North Texas,Conference USA,-4.5,8.5,0.964,2.86E+01,1.08E+02,9.79E+01,1.02E+02,1.03E+02,9.97E+01,1.13E+02,4.61E-01,-5.00E-01,34.3,100,95,102.8,92.6,100.8,90.8,0.124,0.075,0.049,1.2
2257,2017,Marshall,Conference USA,-4.5,7.5,0.962,1.94E+01,9.33E+01,1.01E+02,8.82E+01,9.97E+01,9.59E+01,9.76E+01,4.88E-01,1.80E+00,23.9,113.2,101.3,115.4,104.2,108.1,107,0.181,0.115,0.066,0.1
2258,2017,Maryland,Big Ten,-4.5,3.9,0.781,2.67E+01,9.51E+01,1.01E+02,1.03E+02,9.65E+01,9.95E+01,9.67E+01,5.45E-01,-1.00E-01,28.3,90.4,105.4,96,96.9,95.3,97,0.123,0.054,0.069,-2.9
2259,2017,Middle Tennessee,Conference USA,-4.9,7.2,0.971,2.12E+01,9.70E+01,1.03E+02,9.79E+01,9.84E+01,9.75E+01,1.04E+02,4.29E-01,9.00E-01,26.8,104.7,106.3,104.8,106,104.2,108.4,0.167,0.098,0.068,0.6
2260,2017,Western Kentucky,Conference USA,-4.9,6.8,0.979,2.55E+01,1.05E+02,9.28E+01,8.66E+01,1.01E+02,1.00E+02,9.94E+01,3.45E-01,1.00E-01,30,94.5,102.4,98.7,94.4,101.3,90.1,0.15,0.07,0.081,-0.4
2261,2017,Eastern Michigan,Mid-American,-5.3,5.8,0.965,2.20E+01,9.45E+01,9.70E+01,8.56E+01,9.99E+01,9.31E+01,1.01E+02,4.66E-01,3.00E-01,26.4,102.9,104.1,105.8,102,100.8,112.1,0.16,0.105,0.056,-1
2262,2017,Army,FBS Independents,-5.3,7,0.931,3.21E+01,1.19E+02,7.91E+01,1.11E+02,1.00E+02,1.02E+02,1.04E+02,9.09E-01,7.00E-01,35,88,98.1,88.5,96.1,90,97.8,0.132,0.085,0.047,-2.5
2263,2017,Rutgers,Big Ten,-5.5,3.9,0.818,2.33E+01,8.81E+01,8.99E+01,9.60E+01,8.56E+01,9.18E+01,8.91E+01,5.90E-01,2.20E+00,29,96.9,99.3,100.2,95.1,97.6,97.8,0.152,0.075,0.065,0.2
2264,2017,Louisiana Tech,Conference USA,-5.5,6.8,0.953,2.68E+01,1.08E+02,9.29E+01,1.04E+02,1.00E+02,1.01E+02,1.02E+02,5.07E-01,1.00E-01,32.7,91,107,91.7,101.2,97.5,97.1,0.146,0.077,0.069,0.4
2265,2017,Tulane,American Athletic,-5.7,4.6,0.921,2.85E+01,9.23E+01,9.65E+01,9.83E+01,9.42E+01,9.70E+01,8.89E+01,6.59E-01,8.00E-01,35,100,93.7,97.3,95.5,100.7,91.4,0.153,0.065,0.087,0.9
2266,2017,Cincinnati,American Athletic,-6.4,4.4,0.928,2.33E+01,9.42E+01,9.47E+01,1.01E+02,8.84E+01,9.38E+01,9.34E+01,4.43E-01,-6.00E-01,28.2,95.3,102.6,99.8,96.3,98.3,99.8,0.118,0.076,0.043,-1.4
2267,2017,BYU,FBS Independents,-7.4,5.5,0.893,1.86E+01,9.16E+01,8.81E+01,9.46E+01,8.59E+01,9.17E+01,8.73E+01,4.70E-01,1.60E+00,25.8,96.2,113,108.3,95.6,101.7,105.6,0.127,0.083,0.042,-0.3
2268,2017,Illinois,Big Ten,-7.4,2.3,0.848,2.16E+01,8.99E+01,9.54E+01,9.59E+01,9.05E+01,9.56E+01,8.51E+01,4.95E-01,2.60E+00,29.9,89.4,104.3,90.8,98.4,94.6,97.9,0.13,0.074,0.053,0.9
2269,2017,Central Michigan,Mid-American,-8.6,6.1,0.961,2.14E+01,9.05E+01,1.09E+02,8.78E+01,1.04E+02,9.63E+01,1.04E+02,4.71E-01,-8.00E-01,28.2,99.5,105.7,95.6,107.7,99.2,109.4,0.153,0.094,0.059,-1.9
2270,2017,New Mexico State,FBS Independents,-9.4,7.1,0.972,2.45E+01,9.63E+01,9.92E+01,9.69E+01,9.39E+01,9.50E+01,1.02E+02,3.27E-01,-8.00E-01,32.6,99.7,100.9,100,102.1,101,96.1,0.181,0.109,0.069,-1.3
2271,2017,UMass,FBS Independents,-9.7,5.9,0.956,2.41E+01,9.72E+01,1.04E+02,9.56E+01,9.91E+01,1.01E+02,1.00E+02,4.23E-01,-4.00E-01,31.9,102,89.4,92.8,99.3,101.2,87.9,0.192,0.116,0.076,-1.8
2272,2017,Bowling Green,Mid-American,-10,3.4,0.944,2.75E+01,1.03E+02,1.02E+02,1.04E+02,1.01E+02,9.71E+01,1.15E+02,4.71E-01,-2.00E+00,38.9,81.2,101.6,84.1,89.6,91.4,85.7,0.137,0.061,0.059,1.4
2273,2017,Florida International,Conference USA,-10.4,6.4,0.964,2.40E+01,1.00E+02,9.80E+01,9.43E+01,1.03E+02,9.79E+01,1.02E+02,5.27E-01,1.10E+00,35,89.4,102.6,96.2,94.6,95.9,90.2,0.138,0.086,0.05,0.7
2274,2017,Tulsa,American Athletic,-10.7,2.4,0.924,2.73E+01,9.74E+01,9.26E+01,1.03E+02,9.18E+01,9.48E+01,9.84E+01,6.45E-01,-4.70E+00,37.8,92,92.1,93.9,89.6,90.9,98.7,0.123,0.075,0.048,-0.2
2275,2017,Air Force,Mountain West,-11,3.8,0.939,2.88E+01,1.11E+02,8.42E+01,1.03E+02,1.14E+02,9.90E+01,1.02E+02,8.01E-01,-3.50E+00,40.5,99.1,79.9,91.7,88.5,90.5,89.5,0.122,0.081,0.04,0.7
2276,2017,Buffalo,Mid-American,-11.2,6.1,0.969,2.49E+01,9.57E+01,1.10E+02,8.63E+01,1.09E+02,9.92E+01,1.06E+02,4.94E-01,7.00E-01,33.9,93.2,104.5,101.4,92,98.6,96,0.122,0.071,0.051,-2.2
2277,2017,South Alabama,Sun Belt,-12,4.1,0.948,1.83E+01,8.78E+01,9.47E+01,8.47E+01,9.24E+01,9.13E+01,9.00E+01,4.38E-01,2.40E+00,31.4,97,102.9,100.3,99.4,101.5,94.1,0.137,0.062,0.075,1.1
2278,2017,New Mexico,Mountain West,-12.4,4.6,0.954,2.08E+01,8.98E+01,9.93E+01,1.01E+02,8.85E+01,9.21E+01,9.93E+01,6.80E-01,2.00E+00,34.2,102.1,86.1,100,93.1,95.2,96.5,0.146,0.077,0.068,0.9
2279,2017,Oregon State,Pac-12,-12.6,1.9,0.88,2.88E+01,9.64E+01,8.57E+01,9.30E+01,9.12E+01,9.39E+01,8.75E+01,4.97E-01,1.70E+00,39.9,87.4,97.3,91.5,91,93.6,87.9,0.111,0.058,0.048,-1.5
2280,2017,Louisiana Monroe,Sun Belt,-12.9,4.5,0.91,3.23E+01,1.10E+02,1.04E+02,1.03E+02,1.12E+02,1.07E+02,1.09E+02,5.26E-01,-7.00E-01,45.5,85.8,90.3,86,87,89.2,84.6,0.13,0.068,0.061,0.3
2281,2017,Georgia State,Sun Belt,-14,5.8,0.945,1.70E+01,9.46E+01,9.62E+01,8.58E+01,9.88E+01,9.61E+01,9.58E+01,4.74E-01,1.00E+00,28.6,100.4,98.7,108.7,97.4,100.4,98.2,0.131,0.087,0.044,-2.4
2282,2017,East Carolina,American Athletic,-14,2.4,0.914,2.72E+01,1.00E+02,9.90E+01,8.78E+01,1.01E+02,9.69E+01,1.02E+02,3.95E-01,0.00E+00,41.8,81.1,88.8,87.3,80.9,87.8,78.9,0.099,0.045,0.053,0.5
2283,2017,UNLV,Mountain West,-14.5,5,0.938,2.62E+01,1.01E+02,1.05E+02,1.09E+02,9.58E+01,1.05E+02,9.74E+01,5.94E-01,1.00E-01,39.8,82.2,102.5,86.4,92.3,86.4,106,0.113,0.065,0.046,-0.9
2284,2017,Kansas,Big 12,-14.8,1.5,0.859,2.16E+01,8.51E+01,9.60E+01,9.41E+01,8.59E+01,8.76E+01,9.60E+01,4.19E-01,-1.10E+00,36.7,90.3,97,98.8,88.7,95.3,89.5,0.156,0.106,0.05,0.4
2285,2017,Georgia Southern,Sun Belt,-15.8,2.2,0.934,1.83E+01,9.05E+01,8.68E+01,9.51E+01,9.47E+01,9.41E+01,7.97E+01,7.51E-01,3.00E-01,35.5,98.9,80.2,87.2,90.5,91.1,87.8,0.176,0.102,0.074,1.4
2286,2017,Louisiana,Sun Belt,-15.8,4.1,0.96,2.75E+01,9.85E+01,9.68E+01,1.05E+02,9.21E+01,9.48E+01,1.04E+02,5.05E-01,0.00E+00,42.9,82.2,100.4,85,92.2,88.7,93.2,0.125,0.064,0.059,-0.4
2287,2017,Nevada,Mountain West,-16.4,3.8,0.941,2.56E+01,9.79E+01,1.10E+02,9.39E+01,1.05E+02,1.02E+02,1.06E+02,4.26E-01,-1.40E+00,41.1,86.7,98.8,95.3,85.9,94.7,83.2,0.146,0.084,0.059,-0.9
2288,2017,Old Dominion,Conference USA,-16.8,3.8,0.958,1.63E+01,8.31E+01,9.26E+01,8.90E+01,8.53E+01,8.93E+01,8.44E+01,5.59E-01,-6.00E-01,32.8,92.8,99.5,98.5,93.3,97.1,92.1,0.151,0.097,0.054,-0.3
2289,2017,Akron,Mid-American,-17.6,4.7,0.925,2.41E+01,8.57E+01,9.53E+01,8.48E+01,9.11E+01,9.10E+01,8.88E+01,4.61E-01,1.50E+00,39.6,88.3,109.2,90.6,100.7,95.8,95.2,0.139,0.08,0.058,-2.2
2290,2017,Connecticut,American Athletic,-19.2,2.4,0.928,2.24E+01,8.88E+01,9.53E+01,8.33E+01,9.51E+01,9.06E+01,9.45E+01,4.91E-01,-2.10E+00,40.7,85.9,100,91.5,93.3,90.2,96.8,0.127,0.069,0.057,-0.9
2291,2017,Ball State,Mid-American,-19.7,2.1,0.974,2.03E+01,9.15E+01,8.22E+01,9.21E+01,8.36E+01,9.10E+01,8.40E+01,5.02E-01,7.00E-01,37.7,89.2,84.7,85.9,87.1,92.8,78.3,0.156,0.1,0.056,-2.3
2292,2017,Hawai'i,Mountain West,-19.7,3.5,0.968,2.33E+01,9.84E+01,9.56E+01,9.93E+01,9.35E+01,9.75E+01,1.03E+02,4.64E-01,1.90E+00,40.4,89.3,89.7,93,85.8,93,83.6,0.14,0.087,0.053,-2.6
2293,2017,San José State,Mountain West,-20,2.3,0.943,1.52E+01,8.43E+01,8.91E+01,8.50E+01,8.65E+01,8.53E+01,9.29E+01,4.93E-01,-4.00E+00,37.5,86.9,101.6,91.7,89.8,94,90.9,0.119,0.059,0.059,2.3
2294,2017,Kent State,Mid-American,-20.2,3,0.918,1.43E+01,8.03E+01,1.02E+02,8.97E+01,9.21E+01,9.12E+01,9.01E+01,6.42E-01,2.20E+00,32.4,100.8,88.7,91,98,94.5,99.6,0.168,0.097,0.071,-2.1
2295,2017,Texas State,Sun Belt,-23.5,2.3,0.97,1.47E+01,8.83E+01,9.63E+01,9.14E+01,9.11E+01,9.09E+01,9.47E+01,5.04E-01,-1.00E+00,36.9,94.3,96.4,103,89.5,92.7,102.1,0.123,0.093,0.03,-1.3
2296,2017,Rice,Conference USA,-23.6,2.3,0.951,1.92E+01,9.14E+01,9.72E+01,1.01E+02,9.31E+01,9.23E+01,9.79E+01,6.50E-01,1.70E+00,40.9,85.6,96.3,89.2,91.2,90.5,89.4,0.142,0.082,0.06,-1.9
2297,2017,Charlotte,Conference USA,-26.1,1.4,0.967,1.37E+01,8.32E+01,1.01E+02,9.75E+01,8.53E+01,9.06E+01,8.94E+01,5.58E-01,3.00E-01,37.7,84.8,115,96.2,92.4,94.3,102.8,0.105,0.067,0.037,-2.1
2298,2017,UTEP,Conference USA,-27.4,0.7,0.941,1.28E+01,7.99E+01,8.76E+01,8.56E+01,8.23E+01,8.68E+01,8.12E+01,5.12E-01,4.20E+00,38.7,91,100.9,91,97.9,96.5,91.5,0.119,0.06,0.059,-1.5
